response_id;customer_id;data_resposta;industria;empresa;produto;jornada;canal;regiao;segmento;nps_score
R0466;C0356;2025-04-18;Varejo;SuperPrime;Entrega;Atendimento;Website;Norte;Baixa Renda;3
R0467;C0529;2025-11-18;Banco;TradBank;Empréstimo;Cancelamento;Call Center;Norte;Alta Renda;3
R0468;C0535;2025-01-31;Telecom;FibraMax;Celular Pré-Pago;Atendimento;Website;Centro-Oeste;Alta Renda;8
R0469;C0662;2025-05-27;Telecom;LegacyTel;Celular Pós-Pago;Atendimento;Website;Sul;Média Renda;6
R0470;C0433;2025-08-12;Telecom;FibraMax;Celular Pós-Pago;Renovação;Atendimento Humano;Sul;PME;6
R0471;C0322;2025-02-12;Banco;Atlas Bank;Conta Corrente;Uso do App/Site;Call Center;Sul;Baixa Renda;6
R0472;C0538;2025-10-25;Varejo;SuperPrime;Compra Online;Atendimento;Call Center;Sudeste;PME;6
R0473;C0220;2025-03-31;Varejo;MercadoBom;Loja Física;Onboarding;Website;Norte;Baixa Renda;7
R0474;C0149;2025-05-23;Varejo;MercadoBom;Loja Física;Atendimento;Call Center;Norte;Baixa Renda;2
R0475;C0394;2025-10-10;Varejo;LojaFácil;Loja Física;Renovação;Call Center;Nordeste;Baixa Renda;4
R0476;C0305;2025-05-01;Varejo;SuperPrime;Entrega;Renovação;Call Center;Sudeste;Premium;8
R0477;C0165;2025-02-21;Telecom;LegacyTel;Internet Fixa;Atendimento;Loja/Agência;Nordeste;PME;6
R0478;C0455;2025-11-19;Varejo;MercadoBom;Entrega;Onboarding;Call Center;Centro-Oeste;Premium;3
R0479;C0463;2025-06-13;Telecom;Connecta;Internet Fixa;Atendimento;Website;Nordeste;Alta Renda;6
R0480;C0230;2025-10-20;Seguros;ClasseA;Seguro Vida;Uso do App/Site;Call Center;Sul;Premium;7
R0481;C0175;2025-07-08;Banco;Nexa Bank;Conta Corrente;Reclamação;Loja/Agência;Norte;Média Renda;10
R0482;C0392;2025-09-11;Banco;ContaMais;Conta Corrente;Renovação;Atendimento Humano;Centro-Oeste;PME;8
R0483;C0255;2025-08-19;Telecom;Connecta;Celular Pós-Pago;Cancelamento;Website;Norte;Média Renda;7
R0484;C0612;2025-08-05;Varejo;LojaFácil;Entrega;Renovação;Loja/Agência;Centro-Oeste;Baixa Renda;8
R0485;C0260;2025-01-03;Varejo;MercadoBom;Compra Online;Onboarding;Atendimento Humano;Sudeste;Baixa Renda;7
R0486;C0092;2025-03-09;Seguros;Protege+;Seguro Residencial;Atendimento;Loja/Agência;Nordeste;Média Renda;6
R0487;C0628;2025-05-15;Varejo;CompreJá;Entrega;Reclamação;Chatbot;Sul;Alta Renda;6
R0488;C0194;2025-01-28;Varejo;MercadoBom;Entrega;Pagamento;Chatbot;Sul;Alta Renda;2
R0489;C0505;2025-08-23;Telecom;Connecta;Internet Fixa;Uso do App/Site;Website;Sudeste;PME;6
R0490;C0600;2025-12-06;Banco;ContaMais;Empréstimo;Cancelamento;Website;Sudeste;Alta Renda;6
R0491;C0605;2025-07-11;Telecom;LegacyTel;Celular Pré-Pago;Onboarding;Atendimento Humano;Norte;Média Renda;6
R0492;C0672;2025-01-23;Banco;ContaMais;Cartão de Crédito;Uso do App/Site;App;Sudeste;PME;8
R0493;C0183;2025-05-11;Seguros;VidaSul;Seguro Residencial;Renovação;Loja/Agência;Norte;Média Renda;7
R0494;C0318;2025-08-10;Telecom;MobileNow;Celular Pós-Pago;Onboarding;App;Sul;Média Renda;9
R0495;C0646;2025-08-11;Telecom;Connecta;Celular Pós-Pago;Renovação;App;Nordeste;Premium;7
R0496;C0480;2025-05-29;Seguros;SeguroDireto;Seguro Auto;Onboarding;Atendimento Humano;Nordeste;PME;8
R0497;C0436;2025-09-19;Seguros;SeguroDireto;Seguro Auto;Cancelamento;Chatbot;Nordeste;Média Renda;8
R0498;C0403;2025-04-04;Seguros;SeguroDireto;Seguro Auto;Atendimento;Loja/Agência;Norte;Alta Renda;5
R0499;C0619;2025-02-10;Banco;Atlas Bank;Conta Corrente;Atendimento;Loja/Agência;Nordeste;Alta Renda;5
R0500;C0499;2025-11-05;Varejo;MercadoBom;Entrega;Onboarding;Chatbot;Norte;Baixa Renda;6
R0501;C0149;2025-11-29;Varejo;SuperPrime;Entrega;Cancelamento;Atendimento Humano;Nordeste;PME;6
R0502;C0497;2025-08-16;Telecom;MobileNow;Celular Pós-Pago;Cancelamento;Loja/Agência;Norte;Média Renda;5
R0503;C0611;2025-10-24;Seguros;ClasseA;Seguro Auto;Cancelamento;Chatbot;Norte;Média Renda;7
R0504;C0433;2025-01-10;Varejo;SuperPrime;Compra Online;Atendimento;Chatbot;Centro-Oeste;Premium;4
R0505;C0520;2025-04-29;Varejo;CompreJá;Entrega;Onboarding;Call Center;Centro-Oeste;PME;8
R0506;C0484;2025-07-04;Telecom;MobileNow;Celular Pré-Pago;Renovação;Call Center;Norte;PME;9
R0507;C0368;2025-01-10;Telecom;FibraMax;Celular Pré-Pago;Uso do App/Site;Call Center;Sudeste;PME;8
R0508;C0364;2025-06-24;Varejo;MercadoBom;Loja Física;Renovação;Website;Sul;Premium;7
R0509;C0105;2025-11-09;Banco;Atlas Bank;Empréstimo;Pagamento;Website;Norte;Premium;6
R0510;C0663;2025-03-20;Banco;Atlas Bank;Empréstimo;Onboarding;Website;Sudeste;Média Renda;6
R0511;C0370;2025-08-01;Varejo;LojaFácil;Loja Física;Cancelamento;Website;Sudeste;Média Renda;4
R0512;C0031;2025-07-05;Telecom;MobileNow;Internet Fixa;Cancelamento;Atendimento Humano;Centro-Oeste;Média Renda;8
R0513;C0060;2025-10-22;Seguros;VidaSul;Seguro Auto;Cancelamento;App;Norte;Baixa Renda;7
R0514;C0414;2025-12-25;Varejo;SuperPrime;Loja Física;Atendimento;Loja/Agência;Norte;Alta Renda;4
R0515;C0130;2025-07-19;Seguros;VidaSul;Seguro Vida;Uso do App/Site;Atendimento Humano;Norte;Premium;6
R0516;C0433;2025-06-05;Varejo;SuperPrime;Compra Online;Onboarding;Atendimento Humano;Norte;Alta Renda;9
R0517;C0580;2025-10-25;Banco;ContaMais;Empréstimo;Onboarding;Call Center;Nordeste;Premium;7
R0518;C0436;2025-03-17;Telecom;MobileNow;Celular Pós-Pago;Pagamento;Call Center;Norte;Média Renda;5
R0519;C0434;2025-11-22;Seguros;SeguroDireto;Seguro Auto;Onboarding;App;Centro-Oeste;Média Renda;5
R0520;C0467;2025-04-19;Seguros;VidaSul;Seguro Vida;Atendimento;Loja/Agência;Centro-Oeste;Média Renda;6
R0521;C0311;2025-07-11;Seguros;ClasseA;Seguro Auto;Renovação;Website;Norte;Alta Renda;8
R0522;C0561;2025-03-04;Varejo;SuperPrime;Loja Física;Onboarding;Website;Sul;Premium;10
R0523;C0472;2025-11-22;Varejo;LojaFácil;Compra Online;Cancelamento;App;Centro-Oeste;PME;3
R0524;C0454;2025-12-10;Seguros;VidaSul;Seguro Vida;Atendimento;Website;Nordeste;Baixa Renda;4
R0525;C0584;2025-01-28;Varejo;MercadoBom;Entrega;Onboarding;Website;Sudeste;Premium;5
R0526;C0622;2025-10-01;Telecom;LegacyTel;Celular Pós-Pago;Reclamação;App;Sudeste;Premium;8
R0527;C0188;2025-03-15;Varejo;CompreJá;Loja Física;Reclamação;App;Centro-Oeste;Baixa Renda;5
R0528;C0332;2025-07-31;Varejo;MercadoBom;Compra Online;Uso do App/Site;Call Center;Centro-Oeste;Média Renda;10
R0529;C0068;2025-07-28;Varejo;MercadoBom;Loja Física;Cancelamento;App;Sudeste;Média Renda;6
R0530;C0457;2025-07-28;Seguros;ClasseA;Seguro Auto;Atendimento;Loja/Agência;Sul;Baixa Renda;6
R0531;C0297;2025-11-14;Banco;TradBank;Empréstimo;Reclamação;Website;Sul;Alta Renda;4
R0532;C0547;2025-03-24;Telecom;FibraMax;Internet Fixa;Onboarding;Chatbot;Nordeste;Premium;7
R0533;C0464;2025-12-29;Banco;TradBank;Cartão de Crédito;Onboarding;Chatbot;Sudeste;Média Renda;5
R0534;C0010;2025-01-03;Varejo;MercadoBom;Compra Online;Renovação;Call Center;Nordeste;Média Renda;3
R0535;C0616;2025-07-12;Telecom;FibraMax;Celular Pós-Pago;Reclamação;Loja/Agência;Centro-Oeste;PME;3
R0536;C0367;2025-12-30;Varejo;LojaFácil;Loja Física;Uso do App/Site;Loja/Agência;Sudeste;Baixa Renda;4
R0537;C0406;2025-11-23;Telecom;LegacyTel;Internet Fixa;Cancelamento;Atendimento Humano;Nordeste;Média Renda;5
R0538;C0131;2025-02-03;Banco;ContaMais;Cartão de Crédito;Reclamação;Atendimento Humano;Centro-Oeste;Média Renda;5
R0539;C0657;2025-08-07;Varejo;MercadoBom;Entrega;Cancelamento;Website;Norte;Alta Renda;7
R0540;C0546;2025-08-04;Banco;Atlas Bank;Cartão de Crédito;Atendimento;Chatbot;Nordeste;Baixa Renda;8
R0541;C0319;2025-06-18;Seguros;VidaSul;Seguro Residencial;Onboarding;Chatbot;Sul;Alta Renda;9
R0542;C0349;2025-05-03;Banco;TradBank;Empréstimo;Renovação;App;Sudeste;PME;6
R0543;C0067;2025-12-22;Banco;Atlas Bank;Cartão de Crédito;Reclamação;Website;Sudeste;Premium;4
R0544;C0421;2025-11-13;Telecom;Connecta;Internet Fixa;Cancelamento;Chatbot;Sudeste;Alta Renda;5
R0545;C0602;2025-06-18;Telecom;MobileNow;Celular Pré-Pago;Cancelamento;Loja/Agência;Norte;Baixa Renda;4
R0546;C0456;2025-11-14;Telecom;LegacyTel;Internet Fixa;Onboarding;App;Norte;Baixa Renda;4
R0547;C0352;2025-11-05;Telecom;FibraMax;Internet Fixa;Uso do App/Site;App;Sudeste;Média Renda;7
R0548;C0207;2025-11-24;Varejo;SuperPrime;Loja Física;Onboarding;Atendimento Humano;Norte;Média Renda;5
R0549;C0508;2025-01-22;Banco;TradBank;Cartão de Crédito;Uso do App/Site;Loja/Agência;Centro-Oeste;PME;5
R0550;C0189;2025-07-24;Telecom;MobileNow;Internet Fixa;Renovação;Website;Sul;PME;7
R0551;C0225;2025-03-31;Banco;Nexa Bank;Cartão de Crédito;Onboarding;App;Nordeste;Baixa Renda;7
R0552;C0114;2025-12-02;Varejo;MercadoBom;Entrega;Uso do App/Site;Call Center;Norte;Média Renda;10
R0553;C0195;2025-03-08;Varejo;CompreJá;Compra Online;Pagamento;Chatbot;Sul;Alta Renda;7
R0554;C0153;2025-05-31;Telecom;LegacyTel;Celular Pré-Pago;Atendimento;Loja/Agência;Nordeste;Alta Renda;3
R0555;C0661;2025-07-18;Varejo;CompreJá;Compra Online;Onboarding;Loja/Agência;Nordeste;Média Renda;9
R0556;C0666;2025-10-26;Varejo;LojaFácil;Loja Física;Reclamação;Chatbot;Sul;Alta Renda;6
R0557;C0456;2025-06-01;Banco;Atlas Bank;Conta Corrente;Uso do App/Site;Website;Centro-Oeste;Média Renda;6
R0558;C0184;2025-01-13;Varejo;LojaFácil;Compra Online;Reclamação;App;Centro-Oeste;Premium;8
R0559;C0560;2025-01-20;Seguros;VidaSul;Seguro Auto;Pagamento;Loja/Agência;Sudeste;Alta Renda;8
R0560;C0268;2025-10-06;Telecom;LegacyTel;Celular Pós-Pago;Uso do App/Site;Loja/Agência;Nordeste;Alta Renda;7
R0561;C0486;2025-04-18;Banco;Nexa Bank;Cartão de Crédito;Pagamento;Call Center;Centro-Oeste;PME;9
R0562;C0572;2025-08-19;Telecom;MobileNow;Celular Pré-Pago;Reclamação;Atendimento Humano;Centro-Oeste;PME;5
R0563;C0551;2025-12-20;Banco;Nexa Bank;Cartão de Crédito;Uso do App/Site;Atendimento Humano;Sul;Alta Renda;8
R0564;C0401;2025-10-21;Varejo;SuperPrime;Loja Física;Reclamação;App;Norte;Baixa Renda;7
R0565;C0618;2025-12-19;Seguros;Protege+;Seguro Auto;Atendimento;App;Norte;PME;7
R0566;C0421;2025-06-17;Seguros;ClasseA;Seguro Auto;Uso do App/Site;Website;Sudeste;PME;8
R0567;C0619;2025-03-23;Seguros;Protege+;Seguro Auto;Onboarding;Website;Norte;PME;7
R0568;C0503;2025-10-19;Varejo;SuperPrime;Entrega;Uso do App/Site;Atendimento Humano;Centro-Oeste;Alta Renda;9
R0569;C0633;2025-04-02;Seguros;VidaSul;Seguro Residencial;Reclamação;App;Sudeste;Alta Renda;4
R0570;C0069;2025-12-08;Seguros;SeguroDireto;Seguro Residencial;Atendimento;Loja/Agência;Sul;Premium;9
R0571;C0692;2025-11-24;Telecom;LegacyTel;Celular Pós-Pago;Atendimento;Atendimento Humano;Sudeste;Alta Renda;7
R0572;C0070;2025-08-25;Seguros;VidaSul;Seguro Residencial;Pagamento;Loja/Agência;Centro-Oeste;Média Renda;9
R0573;C0688;2025-02-09;Banco;TradBank;Empréstimo;Renovação;Website;Centro-Oeste;Média Renda;4
R0574;C0657;2025-09-25;Banco;Nexa Bank;Empréstimo;Pagamento;Website;Centro-Oeste;Alta Renda;8
R0575;C0346;2025-01-08;Banco;ContaMais;Cartão de Crédito;Renovação;Call Center;Centro-Oeste;Baixa Renda;6
R0576;C0576;2025-06-15;Telecom;LegacyTel;Celular Pré-Pago;Renovação;App;Sul;Baixa Renda;5
R0577;C0286;2025-12-03;Telecom;LegacyTel;Celular Pré-Pago;Uso do App/Site;Atendimento Humano;Centro-Oeste;PME;7
R0578;C0615;2025-02-18;Varejo;LojaFácil;Compra Online;Onboarding;Website;Centro-Oeste;Alta Renda;9
R0579;C0656;2025-09-19;Varejo;CompreJá;Entrega;Renovação;Chatbot;Sul;Alta Renda;7
R0580;C0141;2025-01-31;Telecom;MobileNow;Celular Pré-Pago;Reclamação;Loja/Agência;Sudeste;Média Renda;6
R0581;C0534;2025-01-21;Varejo;LojaFácil;Loja Física;Pagamento;Website;Sul;PME;7
R0582;C0228;2025-12-18;Seguros;SeguroDireto;Seguro Vida;Cancelamento;Call Center;Sudeste;Média Renda;4
R0583;C0242;2025-04-15;Seguros;Protege+;Seguro Vida;Pagamento;Website;Centro-Oeste;Baixa Renda;9
R0584;C0279;2025-04-14;Banco;TradBank;Cartão de Crédito;Renovação;Chatbot;Nordeste;Média Renda;5
R0585;C0308;2025-02-12;Seguros;ClasseA;Seguro Auto;Pagamento;Chatbot;Centro-Oeste;Média Renda;5
R0586;C0159;2025-04-11;Telecom;Connecta;Celular Pré-Pago;Renovação;Website;Nordeste;PME;6
R0587;C0128;2025-01-20;Telecom;LegacyTel;Internet Fixa;Onboarding;Atendimento Humano;Nordeste;PME;5
R0588;C0395;2025-11-30;Seguros;Protege+;Seguro Vida;Uso do App/Site;Website;Centro-Oeste;Alta Renda;10
R0589;C0617;2025-05-07;Seguros;SeguroDireto;Seguro Vida;Uso do App/Site;Website;Centro-Oeste;Baixa Renda;8
R0590;C0310;2025-05-10;Telecom;FibraMax;Internet Fixa;Onboarding;App;Centro-Oeste;PME;10
R0591;C0504;2025-03-28;Seguros;Protege+;Seguro Vida;Pagamento;Loja/Agência;Centro-Oeste;Baixa Renda;9
R0592;C0515;2025-04-04;Banco;Nexa Bank;Conta Corrente;Onboarding;Loja/Agência;Centro-Oeste;Premium;10
R0593;C0171;2025-11-22;Banco;ContaMais;Cartão de Crédito;Reclamação;Website;Sul;Média Renda;7
R0594;C0682;2025-01-04;Banco;TradBank;Cartão de Crédito;Onboarding;Chatbot;Sudeste;Alta Renda;7
R0595;C0323;2025-06-25;Banco;Atlas Bank;Conta Corrente;Uso do App/Site;Atendimento Humano;Sudeste;PME;2
R0596;C0027;2025-03-13;Telecom;MobileNow;Celular Pós-Pago;Renovação;Chatbot;Centro-Oeste;Premium;8
R0597;C0047;2025-07-04;Banco;ContaMais;Empréstimo;Pagamento;Loja/Agência;Sul;Alta Renda;4
R0598;C0103;2025-12-25;Varejo;CompreJá;Entrega;Atendimento;Website;Norte;PME;6
R0599;C0173;2025-08-28;Seguros;Protege+;Seguro Residencial;Reclamação;Website;Sul;Premium;9
R0600;C0393;2025-06-17;Seguros;VidaSul;Seguro Auto;Atendimento;Loja/Agência;Norte;Média Renda;8
R0601;C0067;2025-11-04;Varejo;MercadoBom;Compra Online;Renovação;Call Center;Centro-Oeste;Baixa Renda;4
R0602;C0193;2025-10-31;Varejo;CompreJá;Loja Física;Renovação;Loja/Agência;Centro-Oeste;Premium;8
R0603;C0533;2025-03-06;Banco;ContaMais;Empréstimo;Pagamento;Website;Nordeste;PME;7
R0604;C0682;2025-03-16;Telecom;MobileNow;Internet Fixa;Atendimento;App;Norte;PME;6
R0605;C0157;2025-06-20;Banco;Atlas Bank;Empréstimo;Pagamento;Call Center;Norte;Baixa Renda;6
R0606;C0402;2025-10-08;Telecom;LegacyTel;Celular Pré-Pago;Cancelamento;Website;Sudeste;Média Renda;10
R0607;C0056;2025-10-25;Varejo;CompreJá;Loja Física;Renovação;Chatbot;Nordeste;PME;4
R0608;C0371;2025-01-05;Varejo;SuperPrime;Loja Física;Renovação;Website;Norte;Média Renda;5
R0609;C0445;2025-10-31;Banco;ContaMais;Empréstimo;Cancelamento;Website;Centro-Oeste;PME;5
R0610;C0687;2025-12-21;Telecom;Connecta;Celular Pré-Pago;Renovação;Chatbot;Sul;Baixa Renda;6
R0611;C0587;2025-10-21;Banco;TradBank;Cartão de Crédito;Cancelamento;Loja/Agência;Centro-Oeste;Alta Renda;4
R0612;C0190;2025-10-03;Seguros;ClasseA;Seguro Residencial;Renovação;Loja/Agência;Sudeste;Premium;4
R0613;C0121;2025-12-04;Seguros;Protege+;Seguro Vida;Onboarding;Chatbot;Norte;Premium;8
R0614;C0087;2025-01-18;Telecom;FibraMax;Celular Pré-Pago;Renovação;Website;Sudeste;Premium;5
R0615;C0591;2025-03-13;Banco;ContaMais;Empréstimo;Pagamento;Call Center;Norte;Média Renda;3
R0616;C0138;2025-04-21;Seguros;ClasseA;Seguro Vida;Pagamento;Atendimento Humano;Nordeste;Premium;7
R0617;C0147;2025-12-22;Telecom;LegacyTel;Celular Pré-Pago;Pagamento;Call Center;Sul;Premium;4
R0618;C0389;2025-08-11;Telecom;LegacyTel;Internet Fixa;Renovação;Loja/Agência;Nordeste;Média Renda;7
R0619;C0281;2025-04-26;Banco;Nexa Bank;Empréstimo;Uso do App/Site;App;Nordeste;Baixa Renda;5
R0620;C0586;2025-06-28;Banco;Nexa Bank;Conta Corrente;Atendimento;Website;Centro-Oeste;Baixa Renda;5
R0621;C0489;2025-07-26;Varejo;SuperPrime;Entrega;Pagamento;Atendimento Humano;Sudeste;Baixa Renda;9
R0622;C0256;2025-12-29;Telecom;Connecta;Celular Pós-Pago;Onboarding;Loja/Agência;Norte;Média Renda;6
R0623;C0313;2025-02-14;Seguros;SeguroDireto;Seguro Vida;Atendimento;Website;Centro-Oeste;Alta Renda;7
R0624;C0435;2025-01-06;Seguros;SeguroDireto;Seguro Residencial;Cancelamento;App;Sudeste;Baixa Renda;3
R0625;C0541;2025-12-05;Telecom;Connecta;Celular Pós-Pago;Atendimento;Atendimento Humano;Norte;Baixa Renda;4
R0626;C0116;2025-07-11;Banco;Atlas Bank;Empréstimo;Atendimento;Website;Norte;Média Renda;4
R0627;C0475;2025-01-19;Varejo;CompreJá;Entrega;Uso do App/Site;Atendimento Humano;Sudeste;Alta Renda;6
R0628;C0504;2025-08-09;Seguros;ClasseA;Seguro Auto;Pagamento;App;Norte;PME;9
R0629;C0276;2025-10-02;Telecom;LegacyTel;Internet Fixa;Reclamação;Atendimento Humano;Sul;PME;7
R0630;C0405;2025-03-10;Banco;ContaMais;Cartão de Crédito;Renovação;Chatbot;Sul;Média Renda;7
R0631;C0514;2025-07-24;Seguros;SeguroDireto;Seguro Vida;Pagamento;App;Sul;Média Renda;10
R0632;C0009;2025-11-02;Seguros;Protege+;Seguro Auto;Onboarding;App;Sudeste;Média Renda;7
R0633;C0204;2025-08-08;Seguros;SeguroDireto;Seguro Residencial;Pagamento;Call Center;Centro-Oeste;Baixa Renda;6
R0634;C0197;2025-05-21;Seguros;ClasseA;Seguro Vida;Cancelamento;App;Norte;Premium;3
R0635;C0053;2025-11-26;Telecom;Connecta;Celular Pós-Pago;Onboarding;Atendimento Humano;Sul;Baixa Renda;8
R0636;C0293;2025-04-19;Varejo;SuperPrime;Compra Online;Pagamento;Call Center;Nordeste;Alta Renda;9
R0637;C0604;2025-07-05;Seguros;ClasseA;Seguro Residencial;Reclamação;App;Centro-Oeste;Média Renda;6
R0638;C0196;2025-12-02;Varejo;LojaFácil;Compra Online;Renovação;Call Center;Sul;Premium;4
R0639;C0574;2025-05-10;Telecom;LegacyTel;Celular Pré-Pago;Atendimento;App;Sudeste;Premium;5
R0640;C0297;2025-03-08;Varejo;LojaFácil;Loja Física;Atendimento;Loja/Agência;Sudeste;PME;7
R0641;C0212;2025-05-20;Banco;Atlas Bank;Empréstimo;Onboarding;Loja/Agência;Sul;PME;5
R0642;C0304;2025-04-23;Telecom;FibraMax;Internet Fixa;Uso do App/Site;Atendimento Humano;Sul;Premium;8
R0643;C0216;2025-05-08;Varejo;MercadoBom;Entrega;Onboarding;Website;Sul;Baixa Renda;6
R0644;C0641;2025-01-30;Banco;ContaMais;Conta Corrente;Renovação;Call Center;Norte;Alta Renda;10
R0645;C0264;2025-12-01;Banco;Nexa Bank;Cartão de Crédito;Uso do App/Site;Loja/Agência;Nordeste;Média Renda;7
R0646;C0491;2025-03-17;Telecom;LegacyTel;Celular Pós-Pago;Uso do App/Site;Call Center;Nordeste;Média Renda;4
R0647;C0072;2025-04-07;Banco;TradBank;Cartão de Crédito;Uso do App/Site;Chatbot;Sul;Média Renda;7
R0648;C0014;2025-02-26;Telecom;Connecta;Internet Fixa;Atendimento;Website;Centro-Oeste;PME;7
R0649;C0492;2025-03-13;Banco;Atlas Bank;Conta Corrente;Uso do App/Site;App;Nordeste;Média Renda;9
R0650;C0106;2025-06-01;Seguros;VidaSul;Seguro Auto;Pagamento;Call Center;Centro-Oeste;Média Renda;6
R0651;C0230;2025-02-26;Seguros;SeguroDireto;Seguro Auto;Onboarding;Website;Sudeste;Média Renda;6
R0652;C0615;2025-06-21;Banco;ContaMais;Cartão de Crédito;Pagamento;App;Norte;Alta Renda;10
R0653;C0153;2025-01-02;Telecom;FibraMax;Celular Pré-Pago;Atendimento;Website;Nordeste;Premium;8
R0654;C0395;2025-04-04;Telecom;Connecta;Celular Pós-Pago;Uso do App/Site;Chatbot;Centro-Oeste;PME;5
R0655;C0550;2025-09-30;Varejo;LojaFácil;Loja Física;Atendimento;Chatbot;Centro-Oeste;PME;4
R0656;C0372;2025-01-09;Telecom;MobileNow;Celular Pós-Pago;Onboarding;Atendimento Humano;Centro-Oeste;Premium;9
R0657;C0058;2025-04-25;Seguros;ClasseA;Seguro Auto;Onboarding;App;Nordeste;Alta Renda;10
R0658;C0162;2025-11-01;Telecom;Connecta;Internet Fixa;Renovação;Loja/Agência;Sul;PME;2
R0659;C0422;2025-08-29;Banco;Nexa Bank;Conta Corrente;Pagamento;Website;Sudeste;Média Renda;10
R0660;C0697;2025-08-05;Varejo;CompreJá;Loja Física;Cancelamento;Loja/Agência;Sudeste;Alta Renda;2
R0661;C0058;2025-11-13;Seguros;VidaSul;Seguro Vida;Renovação;Call Center;Norte;Premium;6
R0662;C0663;2025-07-10;Telecom;MobileNow;Celular Pós-Pago;Uso do App/Site;Loja/Agência;Norte;Premium;10
R0663;C0193;2025-06-08;Seguros;SeguroDireto;Seguro Auto;Pagamento;App;Sudeste;Baixa Renda;4
R0664;C0009;2025-06-08;Telecom;LegacyTel;Celular Pré-Pago;Onboarding;Website;Nordeste;Baixa Renda;7
R0665;C0025;2025-03-18;Varejo;LojaFácil;Loja Física;Atendimento;Atendimento Humano;Sul;Alta Renda;7
R0666;C0145;2025-12-01;Seguros;Protege+;Seguro Residencial;Reclamação;App;Nordeste;Média Renda;8
R0667;C0245;2025-07-18;Telecom;FibraMax;Celular Pré-Pago;Reclamação;Loja/Agência;Norte;Premium;8
R0668;C0511;2025-02-14;Telecom;LegacyTel;Celular Pré-Pago;Reclamação;App;Sul;Premium;4
R0669;C0666;2025-08-15;Banco;ContaMais;Cartão de Crédito;Pagamento;Website;Nordeste;Média Renda;9
R0670;C0322;2025-11-16;Telecom;Connecta;Internet Fixa;Reclamação;Chatbot;Sudeste;Alta Renda;7
R0671;C0298;2025-02-23;Varejo;LojaFácil;Compra Online;Renovação;Chatbot;Norte;PME;6
R0672;C0111;2025-04-03;Seguros;Protege+;Seguro Auto;Reclamação;Chatbot;Sudeste;Média Renda;4
R0673;C0656;2025-03-16;Seguros;Protege+;Seguro Residencial;Uso do App/Site;Chatbot;Nordeste;Baixa Renda;4
R0674;C0434;2025-12-17;Telecom;LegacyTel;Celular Pós-Pago;Reclamação;App;Norte;PME;6
R0675;C0095;2025-01-28;Varejo;MercadoBom;Loja Física;Renovação;Website;Sudeste;Média Renda;9
R0676;C0585;2025-12-21;Seguros;SeguroDireto;Seguro Residencial;Cancelamento;Call Center;Sul;Média Renda;5
R0677;C0470;2025-03-19;Seguros;Protege+;Seguro Auto;Reclamação;Atendimento Humano;Sul;Baixa Renda;6
R0678;C0100;2025-10-24;Telecom;Connecta;Celular Pós-Pago;Cancelamento;Call Center;Sudeste;PME;2
R0679;C0310;2025-01-09;Banco;Atlas Bank;Conta Corrente;Renovação;Website;Centro-Oeste;Premium;7
R0680;C0470;2025-04-01;Varejo;SuperPrime;Entrega;Cancelamento;App;Centro-Oeste;PME;2
R0681;C0092;2025-02-23;Seguros;SeguroDireto;Seguro Residencial;Uso do App/Site;Atendimento Humano;Norte;Média Renda;5
R0682;C0229;2025-04-19;Banco;Nexa Bank;Empréstimo;Atendimento;App;Centro-Oeste;Premium;10
R0683;C0230;2025-07-11;Seguros;VidaSul;Seguro Vida;Atendimento;App;Sul;PME;8
R0684;C0615;2025-09-23;Varejo;SuperPrime;Loja Física;Renovação;Call Center;Nordeste;PME;4
R0685;C0413;2025-03-30;Varejo;CompreJá;Loja Física;Uso do App/Site;Atendimento Humano;Centro-Oeste;Média Renda;5
R0686;C0567;2025-05-14;Varejo;CompreJá;Entrega;Uso do App/Site;Chatbot;Sul;Baixa Renda;5
R0687;C0465;2025-03-08;Telecom;FibraMax;Celular Pós-Pago;Uso do App/Site;App;Sudeste;Baixa Renda;5
R0688;C0085;2025-05-21;Varejo;LojaFácil;Compra Online;Uso do App/Site;Loja/Agência;Sul;Alta Renda;6
R0689;C0401;2025-04-17;Telecom;Connecta;Celular Pré-Pago;Onboarding;Loja/Agência;Norte;Baixa Renda;10
R0690;C0185;2025-03-24;Banco;ContaMais;Cartão de Crédito;Cancelamento;App;Centro-Oeste;Baixa Renda;6
R0691;C0198;2025-03-04;Varejo;SuperPrime;Compra Online;Uso do App/Site;Loja/Agência;Norte;Premium;8
R0692;C0275;2025-03-06;Banco;Nexa Bank;Empréstimo;Onboarding;Atendimento Humano;Norte;Média Renda;8
R0693;C0403;2025-05-24;Varejo;MercadoBom;Loja Física;Uso do App/Site;App;Nordeste;Premium;6
R0694;C0638;2025-06-13;Banco;ContaMais;Empréstimo;Cancelamento;Atendimento Humano;Nordeste;Média Renda;5
R0695;C0544;2025-11-27;Banco;ContaMais;Empréstimo;Atendimento;Chatbot;Sul;Premium;4
R0696;C0010;2025-03-04;Varejo;LojaFácil;Loja Física;Onboarding;App;Sul;Alta Renda;7
R0697;C0688;2025-11-08;Varejo;CompreJá;Entrega;Onboarding;Loja/Agência;Nordeste;Média Renda;3
R0698;C0464;2025-03-05;Banco;TradBank;Empréstimo;Renovação;Chatbot;Centro-Oeste;Alta Renda;4
R0699;C0541;2025-10-01;Telecom;FibraMax;Celular Pré-Pago;Pagamento;Atendimento Humano;Centro-Oeste;Média Renda;6
